time/s,Ewe/V,<I>/mA
8920.012423677836,1.887357,-10.98939462103205
8935.012424390297,1.8852701,-10.98930108745698
8950.01242510276,1.8831832,-10.98928663674864
8965.012425815221,1.881057,-10.98915133859833
8980.012426527683,1.8788913,-10.98925143307091
8995.012427240144,1.8768045,-10.98939619319587
9010.012427952606,1.8747571,-10.98948604139209
9025.012428665068,1.8723158,-10.98941090330361
9040.01242937753,1.8703077,-10.98939697800622
9055.012430089992,1.8683783,-10.98962738303983
9070.012430802451,1.8663309,-10.98953228315014
9085.012431514917,1.8641652,-10.98943638726033
9100.012432227377,1.8620783,-10.98954673093388
9115.01243293984,1.8599521,-10.98949445216337
9130.0124336523,1.8576684,-10.98961478042508
9145.012434364762,1.8555027,-10.98946555532434
9160.012435077224,1.8531796,-10.98976741344904
9175.012435789686,1.8510534,-10.98961766331882
9190.012436502147,1.8487302,-10.98975637905625
9205.012437214607,1.8464859,-10.98967940965886
9220.012437927073,1.8442415,-10.98958613561036
9235.012438639533,1.8419578,-10.98945320511537
9250.012439351996,1.8397921,-10.98951205343004
9265.012440064456,1.8375084,-10.98943533058924
9280.012440776918,1.8352641,-10.98934732730769
9295.01244148938,1.8329803,-10.98939618683804
9310.012442201842,1.8305784,-10.98936623790555
9325.012442914303,1.8282948,-10.98934574586144
9340.012443626763,1.8258928,-10.98947973480771
9355.012444339229,1.8235303,-10.98940748965835
9370.012445051689,1.8212466,-10.98940538979476
9385.01244576415,1.8188448,-10.9895766821552
9400.012446476612,1.816561,-10.98936729063479
9415.012447189074,1.8140804,-10.98961109644494
9430.012447901536,1.8116785,-10.98964393691783
9445.012448613998,1.8092767,-10.98954305725343
9460.01244932646,1.8069142,-10.98958193194132
9475.01245003892,1.8044729,-10.98947027702923
9490.012450751385,1.8023467,-10.98935153224829
9505.012451463845,1.7998267,-10.98944006539126
9520.012452176306,1.7974248,-10.98955225194497
9535.012452888768,1.7952592,-10.98957484703159
9550.01245360123,1.7930542,-10.98954882990737
9565.012454313692,1.7908099,-10.98969253971907
9580.012455026152,1.7885655,-10.98978762994486
9595.012455738615,1.7861637,-10.98967020962675
9610.012456451075,1.7834861,-10.98969149144031
9625.01245716354,1.7810843,-10.98951888466242
9640.012457876,1.7786037,-10.98961215998249
9655.012458588462,1.7767924,-10.98963972968842
9670.012459300924,1.7758474,-10.98976110228702
9685.012460013386,1.7738787,-10.98978081219107
9700.012460725848,1.771713,-10.98941984393633
9715.012461438308,1.7692325,-10.98940197805685
9730.012462150771,1.7669094,-10.98937805329398
9745.012462863231,1.7645862,-10.9893959313805
9760.012463575697,1.7621844,-10.98950915604044
9775.012464288156,1.7597431,-10.98949076703884
9790.012465000618,1.7573806,-10.9894350704269
9805.01246571308,1.7549788,-10.98930449995784
9820.012466425542,1.7525375,-10.98938173803706
9835.012467138004,1.7498994,-10.98935521521117
9850.012467850464,1.7475764,-10.98946739464411
9865.012468562927,1.7452137,-10.98931081124701
9880.012469275389,1.7428119,-10.98935651780306
9895.012469987852,1.7403313,-10.98916158169579
9910.012470700312,1.737772,-10.9892149165016
9925.012471412774,1.7374569,-10.9893037250657
9940.012472125236,1.7360789,-10.98938174808242
9955.012472837698,1.7339132,-10.98938568154374
9970.01247355016,1.7316688,-10.9891192908195
9985.01247426262,1.729267,-10.98906070368442
10000.01247497508,1.7271408,-10.98907094334865
10015.01247568754,1.7246208,-10.98886550296433
10030.01247640001,1.7221402,-10.98894903999853
10045.01247711247,1.7196201,-10.98888704354151
10060.01247782493,1.7171789,-10.98901341034154
10075.01247853739,1.7146983,-10.98916657424417
10090.01247924985,1.7120996,-10.98923592874324
10105.01247996232,1.7096189,-10.98912217104295
10120.01248067478,1.7071778,-10.98924354923645
10135.01248138724,1.7046183,-10.98930660795945
10150.0124820997,1.7019409,-10.9892009891697
10165.01248281216,1.6992633,-10.98916500322476
10180.01248352462,1.6967827,-10.98913767638788
10195.01248423709,1.6943809,-10.98919705787005
10210.01248494955,1.6920577,-10.98936729915428
10225.01248566201,1.6894196,-10.9893236787289
10240.01248637447,1.6868997,-10.98929478710328
10255.01248708693,1.6841041,-10.98940537847783
10270.01248779939,1.6815053,-10.98924013241227
10285.01248851186,1.6788672,-10.98913951291021
10300.01248922432,1.6761503,-10.98937439016753
10315.01248993678,1.6734334,-10.9894939250994
10330.01249064924,1.6708741,-10.98949944178716
10345.0124913617,1.6680391,-10.98953543790463
10360.01249207417,1.6653616,-10.98945109927542
10375.01249278663,1.6624873,-10.98955250969134
10390.01249349909,1.6598098,-10.98956276792043
10405.01249421155,1.6570141,-10.98959585444127
10420.01249492401,1.6542974,-10.98956329040677
10435.01249563647,1.6515805,-10.98963263791222
10450.01249634894,1.6488636,-10.9894794684147
10465.0124970614,1.645871,-10.98960952377249
10480.01249777386,1.6431148,-10.98934811186373
10495.01249848632,1.6404374,-10.98943034325427
10510.01249919878,1.6376023,-10.98956669883861
10525.01249991125,1.6349249,-10.98964813448335
10540.01250062371,1.6320505,-10.98955198860372
10555.01250133617,1.6290187,-10.98961030095344
10570.01250204863,1.6261836,-10.98942509054354
10585.01250276109,1.6233881,-10.98947160072912
10600.01250347355,1.6204743,-10.98957930882845
10615.01250418602,1.6174818,-10.98940485561001
10630.01250489848,1.6145287,-10.98925510929449
10645.01250561094,1.6115756,-10.98929004759646
10660.0125063234,1.608465,-10.98935310517505
10675.01250703586,1.6054331,-10.9893131763592
10690.01250774832,1.6025587,-10.98931265018532
10705.01250846079,1.5994481,-10.98931396460278
10720.01250917325,1.5964557,-10.98933760110169
10735.01250988571,1.5934238,-10.98926903713502
10750.01251059817,1.5904313,-10.98928033308887
10765.01251131063,1.5874388,-10.98919653233195
10780.0125120231,1.5843282,-10.98918050183039
10795.01251273556,1.5813751,-10.98926640524834
10810.01251344802,1.5781463,-10.98920913672689
10825.01251416048,1.5749964,-10.98931869342844
10840.01251487294,1.5718464,-10.98954857533992
10855.0125155854,1.568657,-10.98954988276377
10870.01251629787,1.5655857,-10.98932946473428
10885.01251701033,1.5623176,-10.98923776539273
10900.01251772279,1.5592071,-10.98930266457992
10915.01251843525,1.5559783,-10.98932998429602
10930.01251914771,1.5527496,-10.989345222485
10945.01251986017,1.5495602,-10.9894776326553
10960.01252057264,1.5462921,-10.98920677085176
10975.0125212851,1.5432602,-10.98921990459951
10990.01252199756,1.5401102,-10.98929320095223
11005.01252271002,1.5367634,-10.98910483540637
11020.01252342248,1.533574,-10.98908934175985
11035.01252413495,1.5304635,-10.98903758827313
11050.01252484741,1.5274709,-10.98935152334733
11065.01252555987,1.524124,-10.9892585286618
11080.01252627233,1.5207379,-10.98926956496194
11095.01252698479,1.5174698,-10.98931343219822
11110.01252769725,1.5140835,-10.98951861203873
11125.01252840972,1.5106972,-10.989407225427
11140.01252912218,1.5071535,-10.98945424932512
11155.01252983464,1.5036886,-10.98942982458262
11170.0125305471,1.500263,-10.98963683700362
11171.4925306174,1.4999479,-10.98963263353391
11171.49453061749,1.4999479,-10.98984856858637
